Timedate,Max,Mean,Min
10.8.03:00,1212.0,1054.7272727272727,893.0
10.8.04:00,1284.0,1100.5454545454545,887.0
10.8.05:00,1476.0,1255.5454545454545,908.0
10.8.06:00,1708.0,1434.7272727272727,965.0
10.8.07:00,1797.0,1509.090909090909,1009.0
10.8.08:00,1827.0,1538.1818181818182,1058.0
10.8.09:00,1878.0,1586.5454545454545,1099.0
10.8.10:00,1864.0,1586.4545454545455,1119.0
10.8.11:00,1801.0,1561.909090909091,1133.0
10.8.12:00,1844.0,1570.1818181818182,1134.0
10.8.13:00,1814.0,1552.090909090909,1130.0
10.8.14:00,1777.0,1520.4545454545455,1126.0
10.8.15:00,1638.0,1426.5454545454545,1105.0
10.8.16:00,1548.0,1360.4545454545455,1077.0
10.8.17:00,1479.0,1307.090909090909,1027.0
10.8.18:00,1438.0,1272.0,1014.0
10.8.19:00,1390.0,1230.909090909091,996.0
10.8.20:00,1366.0,1215.090909090909,986.0
10.8.21:00,1305.0,1166.8181818181818,929.0
10.8.22:00,1243.0,1114.7272727272727,890.0
10.8.23:00,1208.0,1080.090909090909,872.0
10.9.00:00,1204.0,1109.909090909091,987.0
10.9.01:00,1184.0,1096.1818181818182,983.0
10.9.02:00,1168.0,1093.1818181818182,984.0
10.9.03:00,1209.0,1114.3636363636363,978.0
10.9.04:00,1301.0,1198.7272727272727,1012.0
10.9.05:00,1540.0,1372.7272727272727,1039.0
10.9.06:00,1797.0,1555.3636363636363,1058.0
10.9.07:00,1912.0,1633.7272727272727,1095.0
10.9.08:00,1931.0,1651.3636363636363,1131.0
10.9.09:00,1989.0,1691.6363636363637,1171.0
10.9.10:00,2006.0,1693.0,1184.0
10.9.11:00,1975.0,1666.5454545454545,1188.0
10.9.12:00,2012.0,1673.4545454545455,1192.0
10.9.13:00,1998.0,1643.4545454545455,1180.0
10.9.14:00,1963.0,1613.7272727272727,1177.0
10.9.15:00,1812.0,1509.7272727272727,1165.0
10.9.16:00,1702.0,1446.4545454545455,1151.0
10.9.17:00,1617.0,1386.2727272727273,1118.0
10.9.18:00,1582.0,1367.909090909091,1092.0
10.9.19:00,1548.0,1353.4545454545455,1103.0
10.9.20:00,1468.0,1287.909090909091,1054.0
10.9.21:00,1371.0,1223.909090909091,1028.0
10.9.22:00,1303.0,1170.0,1015.0
10.9.23:00,1251.0,1132.909090909091,979.0
11.1.00:00,1462.0,1295.0,1109.0
11.1.01:00,1433.0,1275.090909090909,1104.0
11.1.02:00,1429.0,1267.090909090909,1099.0
11.1.03:00,1421.0,1273.7272727272727,1096.0
11.1.04:00,1457.0,1302.6363636363637,1108.0
11.1.05:00,1560.0,1381.7272727272727,1128.0
11.1.06:00,1848.0,1578.6363636363637,1161.0
11.1.07:00,2119.0,1789.3636363636363,1208.0
11.1.08:00,2216.0,1868.5454545454545,1235.0
11.1.09:00,2204.0,1863.1818181818182,1241.0
11.1.10:00,2231.0,1892.8181818181818,1281.0
11.1.11:00,2197.0,1883.6363636363637,1311.0
11.1.12:00,2172.0,1859.1818181818182,1329.0
11.1.13:00,2203.0,1853.2727272727273,1331.0
11.1.14:00,2193.0,1823.909090909091,1336.0
11.1.15:00,2187.0,1803.909090909091,1328.0
11.1.16:00,2090.0,1730.909090909091,1346.0
11.1.17:00,1966.0,1661.3636363636363,1323.0
11.1.18:00,1855.0,1592.2727272727273,1290.0
11.1.19:00,1827.0,1550.5454545454545,1258.0
11.1.20:00,1752.0,1490.3636363636363,1224.0
11.1.21:00,1686.0,1434.4545454545455,1181.0
11.1.22:00,1601.0,1376.3636363636363,1145.0
11.1.23:00,1526.0,1327.909090909091,1112.0
11.10.00:00,1325.0,1149.7272727272727,963.0
11.10.01:00,1302.0,1139.5454545454545,960.0
11.10.02:00,1313.0,1147.3636363636363,953.0
11.10.03:00,1334.0,1162.4545454545455,946.0
11.10.04:00,1448.0,1237.6363636363637,996.0
11.10.05:00,1710.0,1424.5454545454545,1031.0
11.10.06:00,1972.0,1623.7272727272727,1089.0
11.10.07:00,2089.0,1695.6363636363637,1106.0
11.10.08:00,2043.0,1698.0,1125.0
11.10.09:00,2064.0,1717.8181818181818,1130.0
11.10.10:00,2064.0,1714.4545454545455,1145.0
11.10.11:00,2021.0,1681.909090909091,1143.0
11.10.12:00,2029.0,1676.090909090909,1144.0
11.10.13:00,2007.0,1646.7272727272727,1126.0
11.10.14:00,1940.0,1600.2727272727273,1131.0
11.10.15:00,1788.0,1506.2727272727273,1120.0
11.10.16:00,1698.0,1452.0,1123.0
11.10.17:00,1670.0,1431.909090909091,1125.0
11.10.18:00,1641.0,1410.909090909091,1102.0
11.10.19:00,1605.0,1364.4545454545455,1077.0
11.10.20:00,1533.0,1306.4545454545455,1025.0
11.10.21:00,1445.0,1243.2727272727273,968.0
11.10.22:00,1377.0,1192.0,957.0
11.10.23:00,1325.0,1160.7272727272727,934.0
11.11.00:00,1407.0,1220.090909090909,1065.0
11.11.01:00,1386.0,1202.2727272727273,1057.0
11.11.02:00,1380.0,1190.090909090909,1049.0
11.11.03:00,1377.0,1188.2727272727273,1045.0
11.11.04:00,1390.0,1212.3636363636363,1058.0
11.11.05:00,1504.0,1299.7272727272727,1070.0
11.11.06:00,1774.0,1496.2727272727273,1107.0
11.11.07:00,2011.0,1690.7272727272727,1156.0
11.11.08:00,2071.0,1754.909090909091,1185.0
11.11.09:00,2064.0,1764.4545454545455,1225.0
11.11.10:00,2100.0,1805.090909090909,1283.0
11.11.11:00,2062.0,1795.2727272727273,1297.0
11.11.12:00,2008.0,1763.909090909091,1299.0
11.11.13:00,2009.0,1765.6363636363637,1330.0
11.11.14:00,1979.0,1734.2727272727273,1316.0
11.11.15:00,1955.0,1710.3636363636363,1327.0
11.11.16:00,1846.0,1652.1818181818182,1361.0
11.11.17:00,1744.0,1591.7272727272727,1331.0
11.11.18:00,1656.0,1534.909090909091,1311.0
11.11.19:00,1618.0,1484.8181818181818,1270.0
11.11.20:00,1544.0,1431.090909090909,1245.0
11.11.21:00,1475.0,1372.1818181818182,1223.0
11.11.22:00,1412.0,1313.1818181818182,1179.0
11.11.23:00,1333.0,1263.1818181818182,1149.0
11.12.00:00,1481.0,1307.0,1103.0
11.12.01:00,1471.0,1288.5454545454545,1097.0
11.12.02:00,1446.0,1275.8181818181818,1099.0
11.12.03:00,1432.0,1272.909090909091,1077.0
11.12.04:00,1482.0,1300.8181818181818,1079.0
11.12.05:00,1590.0,1381.4545454545455,1105.0
11.12.06:00,1841.0,1579.7272727272727,1170.0
11.12.07:00,2120.0,1784.3636363636363,1232.0
11.12.08:00,2211.0,1862.1818181818182,1272.0
11.12.09:00,2205.0,1864.4545454545455,1286.0
11.12.10:00,2230.0,1892.090909090909,1322.0
11.12.11:00,2216.0,1898.2727272727273,1342.0
11.12.12:00,2198.0,1868.6363636363637,1346.0
11.12.13:00,2202.0,1868.1818181818182,1369.0
11.12.14:00,2201.0,1842.2727272727273,1369.0
11.12.15:00,2156.0,1822.6363636363637,1386.0
11.12.16:00,2072.0,1747.3636363636363,1385.0
11.12.17:00,1968.0,1674.909090909091,1369.0
11.12.18:00,1873.0,1604.909090909091,1351.0
11.12.19:00,1831.0,1560.4545454545455,1329.0
11.12.20:00,1748.0,1503.4545454545455,1296.0
11.12.21:00,1686.0,1444.0,1281.0
11.12.22:00,1621.0,1392.090909090909,1260.0
11.12.23:00,1541.0,1340.8181818181818,1215.0
11.2.00:00,1503.0,1341.7272727272727,1185.0
11.2.01:00,1487.0,1324.8181818181818,1166.0
11.2.02:00,1476.0,1317.3636363636363,1169.0
11.2.03:00,1498.0,1323.5454545454545,1179.0
11.2.04:00,1525.0,1349.6363636363637,1213.0
11.2.05:00,1628.0,1433.7272727272727,1292.0
11.2.06:00,1877.0,1640.7272727272727,1357.0
11.2.07:00,2119.0,1843.2727272727273,1408.0
11.2.08:00,2184.0,1894.1818181818182,1424.0
11.2.09:00,2180.0,1910.7272727272727,1470.0
11.2.10:00,2183.0,1940.909090909091,1480.0
11.2.11:00,2162.0,1928.4545454545455,1486.0
11.2.12:00,2117.0,1893.6363636363637,1474.0
11.2.13:00,2163.0,1902.6363636363637,1471.0
11.2.14:00,2112.0,1872.1818181818182,1422.0
11.2.15:00,2087.0,1844.8181818181818,1413.0
11.2.16:00,1980.0,1750.6363636363637,1431.0
11.2.17:00,1969.0,1720.1818181818182,1449.0
11.2.18:00,1906.0,1664.2727272727273,1420.0
11.2.19:00,1851.0,1615.5454545454545,1384.0
11.2.20:00,1794.0,1559.1818181818182,1354.0
11.2.21:00,1741.0,1501.2727272727273,1319.0
11.2.22:00,1685.0,1440.3636363636363,1257.0
11.2.23:00,1620.0,1386.5454545454545,1231.0
11.3.00:00,1449.0,1299.3636363636363,1187.0
11.3.01:00,1440.0,1290.4545454545455,1168.0
11.3.02:00,1419.0,1279.8181818181818,1167.0
11.3.03:00,1442.0,1289.090909090909,1176.0
11.3.04:00,1455.0,1309.909090909091,1167.0
11.3.05:00,1567.0,1394.7272727272727,1171.0
11.3.06:00,1790.0,1582.3636363636363,1202.0
11.3.07:00,2055.0,1764.7272727272727,1230.0
11.3.08:00,2157.0,1839.1818181818182,1259.0
11.3.09:00,2171.0,1840.4545454545455,1281.0
11.3.10:00,2200.0,1871.090909090909,1318.0
11.3.11:00,2211.0,1855.0,1310.0
11.3.12:00,2118.0,1817.3636363636363,1315.0
11.3.13:00,2122.0,1811.6363636363637,1332.0
11.3.14:00,2078.0,1769.2727272727273,1301.0
11.3.15:00,2040.0,1728.090909090909,1264.0
11.3.16:00,1898.0,1628.909090909091,1229.0
11.3.17:00,1796.0,1582.5454545454545,1235.0
11.3.18:00,1785.0,1572.1818181818182,1292.0
11.3.19:00,1747.0,1542.1818181818182,1288.0
11.3.20:00,1705.0,1496.4545454545455,1264.0
11.3.21:00,1636.0,1431.2727272727273,1230.0
11.3.22:00,1589.0,1375.090909090909,1200.0
11.3.23:00,1525.0,1329.2727272727273,1197.0
11.4.00:00,1365.0,1221.090909090909,991.0
11.4.01:00,1355.0,1217.8181818181818,991.0
11.4.02:00,1359.0,1221.5454545454545,1004.0
11.4.03:00,1394.0,1245.5454545454545,1023.0
11.4.04:00,1496.0,1327.6363636363637,1050.0
11.4.05:00,1733.0,1497.0,1056.0
11.4.06:00,2025.0,1694.090909090909,1065.0
11.4.07:00,2123.0,1766.6363636363637,1056.0
11.4.08:00,2083.0,1761.7272727272727,1050.0
11.4.09:00,2100.0,1793.909090909091,1054.0
11.4.10:00,2089.0,1780.1818181818182,1042.0
11.4.11:00,2058.0,1752.2727272727273,1030.0
11.4.12:00,2058.0,1749.6363636363637,1014.0
11.4.13:00,2016.0,1717.3636363636363,998.0
11.4.14:00,1989.0,1681.0,979.0
11.4.15:00,1832.0,1573.3636363636363,976.0
11.4.16:00,1753.0,1511.909090909091,996.0
11.4.17:00,1686.0,1457.0,997.0
11.4.18:00,1666.0,1429.5454545454545,991.0
11.4.19:00,1643.0,1418.090909090909,1017.0
11.4.20:00,1575.0,1378.1818181818182,994.0
11.4.21:00,1502.0,1319.2727272727273,968.0
11.4.22:00,1414.0,1263.3636363636363,953.0
11.4.23:00,1386.0,1230.5454545454545,937.0
11.5.00:00,1257.0,1114.1818181818182,960.0
11.5.01:00,1257.0,1105.909090909091,951.0
11.5.02:00,1260.0,1112.3636363636363,952.0
11.5.03:00,1290.0,1134.1818181818182,957.0
11.5.04:00,1367.0,1182.3636363636363,950.0
11.5.05:00,1599.0,1351.090909090909,983.0
11.5.06:00,1863.0,1534.1818181818182,1033.0
11.5.07:00,1969.0,1615.4545454545455,1068.0
11.5.08:00,1968.0,1626.1818181818182,1086.0
11.5.09:00,2003.0,1661.3636363636363,1130.0
11.5.10:00,2011.0,1659.6363636363637,1154.0
11.5.11:00,1981.0,1633.3636363636363,1141.0
11.5.12:00,1986.0,1624.909090909091,1109.0
11.5.13:00,1961.0,1592.6363636363637,1078.0
11.5.14:00,1910.0,1557.5454545454545,1058.0
11.5.15:00,1754.0,1460.909090909091,1038.0
11.5.16:00,1650.0,1393.8181818181818,1027.0
11.5.17:00,1574.0,1337.909090909091,1004.0
11.5.18:00,1525.0,1305.5454545454545,992.0
11.5.19:00,1478.0,1267.7272727272727,965.0
11.5.20:00,1446.0,1257.8181818181818,987.0
11.5.21:00,1390.0,1216.8181818181818,976.0
11.5.22:00,1318.0,1170.6363636363637,947.0
11.5.23:00,1267.0,1136.6363636363637,929.0
11.6.00:00,1208.0,1105.0,976.0
11.6.01:00,1187.0,1088.4545454545455,978.0
11.6.02:00,1173.0,1085.0,972.0
11.6.03:00,1192.0,1088.3636363636363,955.0
11.6.04:00,1293.0,1150.5454545454545,956.0
11.6.05:00,1528.0,1325.6363636363637,983.0
11.6.06:00,1772.0,1510.7272727272727,1029.0
11.6.07:00,1888.0,1599.909090909091,1059.0
11.6.08:00,1897.0,1618.909090909091,1120.0
11.6.09:00,1945.0,1653.2727272727273,1154.0
11.6.10:00,1953.0,1661.7272727272727,1188.0
11.6.11:00,1935.0,1634.4545454545455,1193.0
11.6.12:00,1942.0,1650.4545454545455,1191.0
11.6.13:00,1902.0,1623.5454545454545,1167.0
11.6.14:00,1878.0,1593.6363636363637,1150.0
11.6.15:00,1748.0,1495.7272727272727,1129.0
11.6.16:00,1659.0,1429.909090909091,1103.0
11.6.17:00,1579.0,1366.7272727272727,1077.0
11.6.18:00,1550.0,1323.4545454545455,1062.0
11.6.19:00,1525.0,1283.1818181818182,1039.0
11.6.20:00,1456.0,1238.909090909091,1026.0
11.6.21:00,1420.0,1216.5454545454545,1032.0
11.6.22:00,1331.0,1163.090909090909,1008.0
11.6.23:00,1287.0,1121.090909090909,988.0
11.7.00:00,1146.0,1025.090909090909,870.0
11.7.01:00,1155.0,1016.3636363636364,859.0
11.7.02:00,1139.0,1007.1818181818181,858.0
11.7.03:00,1143.0,1005.3636363636364,844.0
11.7.04:00,1176.0,1041.8181818181818,845.0
11.7.05:00,1380.0,1179.4545454545455,878.0
11.7.06:00,1580.0,1326.090909090909,918.0
11.7.07:00,1687.0,1397.3636363636363,943.0
11.7.08:00,1701.0,1429.4545454545455,970.0
11.7.09:00,1768.0,1467.7272727272727,985.0
11.7.10:00,1753.0,1476.2727272727273,994.0
11.7.11:00,1761.0,1458.8181818181818,994.0
11.7.12:00,1767.0,1466.909090909091,984.0
11.7.13:00,1756.0,1441.090909090909,973.0
11.7.14:00,1721.0,1408.909090909091,963.0
11.7.15:00,1648.0,1344.090909090909,947.0
11.7.16:00,1613.0,1290.0,924.0
11.7.17:00,1546.0,1242.090909090909,907.0
11.7.18:00,1475.0,1198.8181818181818,892.0
11.7.19:00,1401.0,1149.8181818181818,886.0
11.7.20:00,1343.0,1116.3636363636363,869.0
11.7.21:00,1314.0,1101.1818181818182,869.0
11.7.22:00,1229.0,1058.7272727272727,849.0
11.7.23:00,1183.0,1024.3636363636363,827.0
11.8.00:00,1191.0,1060.7272727272727,868.0
11.8.01:00,1171.0,1051.6363636363637,852.0
11.8.02:00,1178.0,1048.5454545454545,837.0
11.8.03:00,1195.0,1067.8181818181818,863.0
11.8.04:00,1263.0,1107.7272727272727,848.0
11.8.05:00,1459.0,1239.090909090909,864.0
11.8.06:00,1712.0,1405.5454545454545,928.0
11.8.07:00,1810.0,1481.3636363636363,963.0
11.8.08:00,1810.0,1505.090909090909,1001.0
11.8.09:00,1878.0,1549.7272727272727,1063.0
11.8.10:00,1867.0,1549.2727272727273,1067.0
11.8.11:00,1842.0,1529.1818181818182,1075.0
11.8.12:00,1873.0,1543.090909090909,1077.0
11.8.13:00,1867.0,1526.0,1069.0
11.8.14:00,1796.0,1487.090909090909,1061.0
11.8.15:00,1687.0,1401.8181818181818,1056.0
11.8.16:00,1567.0,1341.909090909091,1032.0
11.8.17:00,1500.0,1290.909090909091,1024.0
11.8.18:00,1449.0,1258.8181818181818,1011.0
11.8.19:00,1417.0,1229.090909090909,991.0
11.8.20:00,1382.0,1214.090909090909,1016.0
11.8.21:00,1321.0,1165.4545454545455,981.0
11.8.22:00,1247.0,1115.3636363636363,953.0
11.8.23:00,1195.0,1078.0,938.0
11.9.00:00,1227.0,1115.6363636363637,986.0
11.9.01:00,1216.0,1104.8181818181818,963.0
11.9.02:00,1215.0,1105.3636363636363,959.0
11.9.03:00,1235.0,1120.090909090909,959.0
11.9.04:00,1328.0,1200.8181818181818,980.0
11.9.05:00,1577.0,1373.5454545454545,1014.0
11.9.06:00,1816.0,1549.4545454545455,1031.0
11.9.07:00,1928.0,1632.3636363636363,1092.0
11.9.08:00,1936.0,1653.909090909091,1137.0
11.9.09:00,1965.0,1691.4545454545455,1177.0
11.9.10:00,1963.0,1691.4545454545455,1213.0
11.9.11:00,1934.0,1666.0,1220.0
11.9.12:00,1965.0,1668.0,1204.0
11.9.13:00,1931.0,1638.2727272727273,1191.0
11.9.14:00,1900.0,1593.3636363636363,1159.0
11.9.15:00,1782.0,1503.7272727272727,1160.0
11.9.16:00,1698.0,1436.3636363636363,1131.0
11.9.17:00,1615.0,1376.7272727272727,1106.0
11.9.18:00,1586.0,1364.5454545454545,1116.0
11.9.19:00,1550.0,1337.6363636363637,1132.0
11.9.20:00,1466.0,1277.090909090909,1087.0
11.9.21:00,1388.0,1218.4545454545455,1039.0
11.9.22:00,1297.0,1164.8181818181818,976.0
11.9.23:00,1251.0,1131.8181818181818,959.0
12.1.00:00,1468.0,1295.8181818181818,1092.0
12.1.01:00,1436.0,1279.0,1074.0
12.1.02:00,1424.0,1268.7272727272727,1062.0
12.1.03:00,1440.0,1267.1818181818182,1059.0
12.1.04:00,1480.0,1288.6363636363637,1057.0
12.1.05:00,1611.0,1369.3636363636363,1078.0
12.1.06:00,1908.0,1553.6363636363637,1124.0
12.1.07:00,2195.0,1749.4545454545455,1174.0
12.1.08:00,2255.0,1817.8181818181818,1212.0
12.1.09:00,2243.0,1810.8181818181818,1232.0
12.1.10:00,2279.0,1841.1818181818182,1263.0
12.1.11:00,2234.0,1834.4545454545455,1289.0
12.1.12:00,2199.0,1812.4545454545455,1290.0
12.1.13:00,2233.0,1819.4545454545455,1293.0
12.1.14:00,2200.0,1795.7272727272727,1283.0
12.1.15:00,2146.0,1777.6363636363637,1300.0
12.1.16:00,2026.0,1716.1818181818182,1320.0
12.1.17:00,1932.0,1653.909090909091,1294.0
12.1.18:00,1868.0,1598.090909090909,1256.0
12.1.19:00,1820.0,1547.4545454545455,1206.0
12.1.20:00,1756.0,1505.2727272727273,1199.0
12.1.21:00,1677.0,1440.1818181818182,1162.0
12.1.22:00,1616.0,1390.3636363636363,1145.0
12.1.23:00,1528.0,1334.6363636363637,1107.0
12.10.00:00,1307.0,1144.3636363636363,933.0
12.10.01:00,1297.0,1136.1818181818182,925.0
12.10.02:00,1299.0,1139.090909090909,912.0
12.10.03:00,1337.0,1162.5454545454545,944.0
12.10.04:00,1449.0,1244.6363636363637,966.0
12.10.05:00,1694.0,1449.909090909091,997.0
12.10.06:00,1944.0,1644.3636363636363,1053.0
12.10.07:00,2024.0,1704.1818181818182,1077.0
12.10.08:00,2033.0,1703.909090909091,1115.0
12.10.09:00,2058.0,1733.8181818181818,1147.0
12.10.10:00,2044.0,1722.3636363636363,1178.0
12.10.11:00,1996.0,1685.3636363636363,1190.0
12.10.12:00,2023.0,1682.1818181818182,1180.0
12.10.13:00,1989.0,1651.090909090909,1167.0
12.10.14:00,1948.0,1610.4545454545455,1140.0
12.10.15:00,1803.0,1513.1818181818182,1125.0
12.10.16:00,1717.0,1463.4545454545455,1116.0
12.10.17:00,1678.0,1436.7272727272727,1109.0
12.10.18:00,1659.0,1413.2727272727273,1091.0
12.10.19:00,1596.0,1362.4545454545455,1058.0
12.10.20:00,1530.0,1299.8181818181818,1015.0
12.10.21:00,1453.0,1245.5454545454545,975.0
12.10.22:00,1383.0,1196.5454545454545,953.0
12.10.23:00,1329.0,1166.909090909091,950.0
12.11.00:00,1294.0,1231.2727272727273,1148.0
12.11.01:00,1272.0,1217.5454545454545,1137.0
12.11.02:00,1258.0,1205.4545454545455,1135.0
12.11.03:00,1279.0,1216.1818181818182,1141.0
12.11.04:00,1319.0,1239.4545454545455,1155.0
12.11.05:00,1430.0,1324.0,1173.0
12.11.06:00,1665.0,1523.3636363636363,1223.0
12.11.07:00,1934.0,1721.4545454545455,1260.0
12.11.08:00,2010.0,1787.5454545454545,1291.0
12.11.09:00,2013.0,1799.090909090909,1297.0
12.11.10:00,2040.0,1820.2727272727273,1333.0
12.11.11:00,2035.0,1824.3636363636363,1371.0
12.11.12:00,2018.0,1795.4545454545455,1361.0
12.11.13:00,2041.0,1798.090909090909,1366.0
12.11.14:00,2040.0,1776.7272727272727,1372.0
12.11.15:00,2013.0,1750.4545454545455,1375.0
12.11.16:00,1860.0,1685.0,1401.0
12.11.17:00,1755.0,1618.6363636363637,1389.0
12.11.18:00,1702.0,1558.0,1371.0
12.11.19:00,1655.0,1514.1818181818182,1347.0
12.11.20:00,1596.0,1460.090909090909,1302.0
12.11.21:00,1525.0,1396.4545454545455,1272.0
12.11.22:00,1454.0,1333.3636363636363,1209.0
12.11.23:00,1393.0,1290.3636363636363,1187.0
12.12.00:00,1480.0,1305.3636363636363,1184.0
12.12.01:00,1461.0,1285.6363636363637,1166.0
12.12.02:00,1445.0,1279.909090909091,1154.0
12.12.03:00,1446.0,1284.2727272727273,1158.0
12.12.04:00,1490.0,1312.8181818181818,1164.0
12.12.05:00,1608.0,1395.3636363636363,1173.0
12.12.06:00,1864.0,1600.8181818181818,1258.0
12.12.07:00,2159.0,1816.4545454545455,1315.0
12.12.08:00,2237.0,1895.6363636363637,1352.0
12.12.09:00,2234.0,1892.6363636363637,1381.0
12.12.10:00,2289.0,1928.5454545454545,1406.0
12.12.11:00,2228.0,1922.090909090909,1406.0
12.12.12:00,2176.0,1889.909090909091,1393.0
12.12.13:00,2193.0,1890.4545454545455,1388.0
12.12.14:00,2172.0,1865.090909090909,1362.0
12.12.15:00,2155.0,1851.090909090909,1352.0
12.12.16:00,2081.0,1778.1818181818182,1357.0
12.12.17:00,1996.0,1700.7272727272727,1306.0
12.12.18:00,1944.0,1637.2727272727273,1298.0
12.12.19:00,1891.0,1585.909090909091,1257.0
12.12.20:00,1809.0,1533.090909090909,1227.0
12.12.21:00,1723.0,1470.5454545454545,1194.0
12.12.22:00,1656.0,1407.0,1158.0
12.12.23:00,1579.0,1347.3636363636363,1122.0
12.2.00:00,1622.0,1351.4545454545455,1204.0
12.2.01:00,1607.0,1336.0,1196.0
12.2.02:00,1590.0,1330.909090909091,1210.0
12.2.03:00,1610.0,1337.909090909091,1209.0
12.2.04:00,1633.0,1360.5454545454545,1212.0
12.2.05:00,1718.0,1444.090909090909,1239.0
12.2.06:00,1971.0,1647.6363636363637,1285.0
12.2.07:00,2200.0,1846.1818181818182,1318.0
12.2.08:00,2244.0,1904.1818181818182,1341.0
12.2.09:00,2258.0,1910.4545454545455,1371.0
12.2.10:00,2308.0,1932.5454545454545,1410.0
12.2.11:00,2303.0,1919.1818181818182,1427.0
12.2.12:00,2256.0,1878.7272727272727,1430.0
12.2.13:00,2277.0,1871.5454545454545,1406.0
12.2.14:00,2235.0,1842.3636363636363,1414.0
12.2.15:00,2182.0,1814.909090909091,1409.0
12.2.16:00,2076.0,1729.2727272727273,1408.0
12.2.17:00,2030.0,1706.0,1435.0
12.2.18:00,1945.0,1654.6363636363637,1433.0
12.2.19:00,1894.0,1606.1818181818182,1408.0
12.2.20:00,1817.0,1543.2727272727273,1365.0
12.2.21:00,1742.0,1488.090909090909,1321.0
12.2.22:00,1641.0,1436.7272727272727,1271.0
12.2.23:00,1553.0,1386.0,1246.0
12.3.00:00,1506.0,1308.6363636363637,1184.0
12.3.01:00,1488.0,1294.0,1169.0
12.3.02:00,1459.0,1283.3636363636363,1172.0
12.3.03:00,1465.0,1291.4545454545455,1171.0
12.3.04:00,1489.0,1312.5454545454545,1170.0
12.3.05:00,1597.0,1402.5454545454545,1191.0
12.3.06:00,1833.0,1589.7272727272727,1232.0
12.3.07:00,2076.0,1773.0,1271.0
12.3.08:00,2157.0,1838.8181818181818,1294.0
12.3.09:00,2145.0,1841.0,1328.0
12.3.10:00,2165.0,1860.3636363636363,1339.0
12.3.11:00,2163.0,1848.5454545454545,1355.0
12.3.12:00,2117.0,1809.7272727272727,1349.0
12.3.13:00,2130.0,1805.090909090909,1328.0
12.3.14:00,2097.0,1770.090909090909,1317.0
12.3.15:00,2052.0,1740.1818181818182,1267.0
12.3.16:00,1929.0,1645.5454545454545,1272.0
12.3.17:00,1851.0,1599.909090909091,1295.0
12.3.18:00,1826.0,1588.5454545454545,1318.0
12.3.19:00,1768.0,1555.6363636363637,1305.0
12.3.20:00,1711.0,1502.3636363636363,1272.0
12.3.21:00,1639.0,1441.090909090909,1234.0
12.3.22:00,1541.0,1381.8181818181818,1202.0
12.3.23:00,1484.0,1332.7272727272727,1203.0
12.4.00:00,1356.0,1219.090909090909,925.0
12.4.01:00,1352.0,1211.090909090909,918.0
12.4.02:00,1359.0,1219.090909090909,921.0
12.4.03:00,1371.0,1242.4545454545455,922.0
12.4.04:00,1496.0,1326.090909090909,934.0
12.4.05:00,1748.0,1493.6363636363637,945.0
12.4.06:00,2014.0,1679.5454545454545,965.0
12.4.07:00,2106.0,1750.5454545454545,979.0
12.4.08:00,2099.0,1757.4545454545455,994.0
12.4.09:00,2114.0,1776.090909090909,1005.0
12.4.10:00,2098.0,1763.1818181818182,1000.0
12.4.11:00,2055.0,1728.8181818181818,992.0
12.4.12:00,2078.0,1725.5454545454545,990.0
12.4.13:00,2047.0,1686.909090909091,975.0
12.4.14:00,2006.0,1645.8181818181818,964.0
12.4.15:00,1870.0,1552.7272727272727,953.0
12.4.16:00,1747.0,1485.6363636363637,946.0
12.4.17:00,1685.0,1434.5454545454545,950.0
12.4.18:00,1642.0,1406.8181818181818,959.0
12.4.19:00,1616.0,1393.909090909091,988.0
12.4.20:00,1555.0,1350.8181818181818,983.0
12.4.21:00,1468.0,1299.5454545454545,953.0
12.4.22:00,1393.0,1252.2727272727273,932.0
12.4.23:00,1355.0,1218.0,925.0
12.5.00:00,1246.0,1119.5454545454545,928.0
12.5.01:00,1251.0,1111.4545454545455,931.0
12.5.02:00,1251.0,1115.3636363636363,907.0
12.5.03:00,1262.0,1129.3636363636363,935.0
12.5.04:00,1335.0,1171.909090909091,927.0
12.5.05:00,1563.0,1325.8181818181818,948.0
12.5.06:00,1800.0,1493.2727272727273,984.0
12.5.07:00,1882.0,1558.0,1012.0
12.5.08:00,1925.0,1576.5454545454545,1049.0
12.5.09:00,1990.0,1611.4545454545455,1083.0
12.5.10:00,1993.0,1610.090909090909,1096.0
12.5.11:00,1965.0,1585.090909090909,1105.0
12.5.12:00,1944.0,1584.5454545454545,1092.0
12.5.13:00,1922.0,1557.8181818181818,1080.0
12.5.14:00,1869.0,1526.909090909091,1069.0
12.5.15:00,1721.0,1437.0,1065.0
12.5.16:00,1630.0,1376.0,1043.0
12.5.17:00,1540.0,1322.3636363636363,1027.0
12.5.18:00,1504.0,1286.7272727272727,1010.0
12.5.19:00,1450.0,1259.909090909091,1046.0
12.5.20:00,1420.0,1248.5454545454545,1063.0
12.5.21:00,1393.0,1209.2727272727273,1047.0
12.5.22:00,1302.0,1164.1818181818182,1054.0
